ENGINESIZE,CYLINDERS,FUELCONSUMPTION_COMB,CO2EMISSIONS
1.6,4,8.5,199
1.6,4,8.7,205
2,4,8.7,206
2.4,4,9.2,218
2,4,11.1,263
2.4,4,10.5,247
3.3,6,11.3,265
6.5,12,19.4,454
6.5,12,19.8,464
6.5,12,19.4,454
6.5,12,19.8,464
5.2,10,14.4,336
5.2,10,15,349
5.2,10,14.5,337
5.2,10,15,350
2,4,10.5,246
2,4,9.6,225
2,4,9.8,231
2,4,8.5,229
3,6,11.6,273
2.5,4,5.9,139
3.5,6,9.7,226
3.5,6,11,257
3.5,6,7.5,176
5,8,12.5,293
4.6,8,14.6,341
2,4,9.1,214
3.5,6,10.9,254
3.5,6,10.9,254
5,8,12.2,286
3.5,6,8,187
3.4,6,10.2,240
3.4,6,11,259
3.5,6,8.4,195
3.5,6,9.1,211
5.7,8,15.8,371
2,4,9.7,226
2,4,9.9,232
2.5,4,7.5,176
3.5,6,11.2,262
3.5,6,11.2,262
5,8,12.6,289
3.5,6,10.8,252
3.5,6,11.1,268
3.5,6,7.9,185
2.7,6,12,280
3,6,12.3,290
3.7,6,12.2,287
2,4,10.9,256
2,4,10.8,254
2.3,4,11.5,269
3.5,6,13.7,322
3.7,6,12.7,298
2.7,6,12.1,284
3.7,6,12.5,293
2,4,10.3,242
3,6,11.8,278
2,4,5.9,139
3.5,6,13.3,310
3,6,12.2,286
3,6,12.4,293
3,6,12.6,295
4.7,8,15.1,355
4.7,8,15.2,358
3,6,14.4,340
3,6,14.7,346
3.8,8,13.7,321
3,6,12.8,300
3,6,12.8,301
2,4,7.6,180
2,4,8.1,189
2,4,8.2,192
2,4,8.8,206
2.5,4,8.8,206
2.5,4,8.5,201
2.5,4,9.3,217
2.5,4,9,208
2.5,4,9.6,225
2.5,4,10.4,242
2,4,7.5,176
2,4,7.5,175
2,4,7.5,175
2.5,4,7.8,182
2.5,4,7.6,176
2.5,4,8.2,194
2,4,7.5,174
2,4,7.6,178
2.5,4,7.8,187
2.5,4,7.8,181
2.5,4,8.4,198
2.5,4,8,187
2.5,4,8.9,208
2,4,8,188
2,4,8.1,189
3,6,10.4,244
3,6,11,256
3,6,10.5,245
4,8,11.7,274
4,8,12.4,291
4,8,12.1,285
4,8,11.7,274
4,8,12.4,291
4,8,12.2,285
2,4,9.2,217
3,6,11.1,258
4,8,13.3,313
4,8,13.3,312
5.5,8,17.9,419
6,12,20.3,473
2,4,9.6,225
3,6,11.8,277
3,6,11.6,272
3,6,12.1,282
3,6,12.2,285
5.5,8,15.5,364
5.5,8,15.2,357
5.5,8,15.7,367
4,8,12.8,302
4,8,13,304
4,8,13.8,322
4,8,13.8,322
4,8,13.9,324
4,8,12.8,302
4,8,11.8,275
4,8,13.1,306
4,8,11.6,271
6,12,15.1,356
5.5,8,12.4,291
6,12,14.5,339
3,6,10.1,236
2,4,8.4,196
2,4,9.1,215
2,4,9.1,214
2,4,9.6,224
2,4,9.3,218
2,4,9.5,222
2,4,8.2,193
2,4,8.7,204
2,4,9.7,227
3,6,10.4,246
3,6,10.8,251
3,6,10.6,248
3,6,11.1,261
4,8,17.5,410
2,4,9,209
2,4,10,240
2,4,10,235
3,6,12.1,282
4.7,8,13.5,317
3,6,13,305
4.7,8,14.7,346
6,12,15.1,355
2,4,10.7,251
2,4,11.4,268
3,6,10.9,255
4,8,11.8,276
4,8,11.3,265
4,8,11.2,261
4,8,11.4,269
3,6,10.2,238
4.7,8,11.8,275
2,4,8.6,202
1.5,3,7.9,184
1.5,3,7.5,175
1.5,3,7.9,184
1.5,3,7.4,174
1.5,3,9,212
1.5,3,9.1,214
1.5,3,7.9,184
1.5,3,7.4,174
1.5,3,9.2,215
1.5,3,9.1,214
2,4,8.4,197
2,4,9,210
2,4,8.4,197
2,4,9,210
2,4,9.2,215
2,4,9.7,227
2,4,8.3,195
2,4,9,210
2,4,9.2,215
2,4,9.7,227
2,4,8.4,197
2,4,9,210
2,4,9,211
2,4,9.7,228
2,4,8.7,203
2,4,9.4,220
2,4,9.3,220
2,4,9.9,232
1.5,4,8.9,208
1.5,4,9.3,216
1.2,3,6,141
1.2,3,6.5,150
1.2,3,6.4,149
1.2,3,6.6,155
2.4,4,9.1,212
3,6,10.6,248
2,4,8.8,204
2,4,9.3,216
2,4,9.2,213
2.4,4,9.4,219
3.7,6,11.1,261
3.7,6,11.5,269
3.7,6,11.5,270
3.7,6,11.8,278
2.5,4,7.6,179
2.5,4,7.8,185
3.5,6,9.1,214
5.6,8,15.4,362
2.5,4,12.3,290
2.5,4,11.4,268
4,6,12.8,300
4,6,13.9,326
4,6,13.5,317
3.8,6,12.8,300
1.6,4,7.2,169
3.5,6,9.6,227
1.6,4,8,188
1.6,4,7.9,186
3.5,6,9.8,230
3.5,6,9.9,232
2,4,9.3,218
3.5,6,10.2,240
3.5,6,10.7,250
3.5,6,11,259
2,4,8.1,191
2,4,9.2,216
2,4,8.4,196
2.5,4,8.2,192
2.5,4,8.7,205
1.8,4,7.3,172
1.8,4,8,187
1.6,4,8.2,193
1.6,4,8.3,195
1.6,4,8.7,205
1.6,4,8.7,204
5.6,8,13.3,312
5.6,8,13.4,315
5.6,8,14.1,331
1.6,4,7,164
1.6,4,7.7,180
3,6,9.4,221
3,6,10.1,237
3,6,9.7,227
3,6,10.3,241
3,6,10.4,243
3,6,11.1,260
3,6,10.6,249
3,6,11,258
3,6,9.7,226
3,6,10.4,242
3,6,9.7,228
3,6,10.4,243
3,6,9.6,225
3,6,10.4,242
3,6,9.8,230
3,6,10.5,246
3,6,10.6,248
3,6,11,257
3,6,10.7,250
3,6,11.1,260
3,6,9.9,232
3,6,10.4,243
3,6,9.9,231
3,6,10.5,246
4,6,13.9,324
4,6,15.1,352
3,6,9.8,228
3,6,10.5,246
3,6,10.8,251
3,6,11.4,266
3,6,10,233
3,6,10.5,246
3.8,6,11.4,266
3.8,6,11.4,267
3.8,6,11.4,266
3.8,6,11.4,267
3.8,6,12.3,285
2,4,9.4,219
2,4,9.8,229
2.5,4,10.6,249
2.5,4,11,257
2.5,4,9.9,230
2.5,4,10.7,249
3.6,6,11.5,268
3.6,6,12.6,296
3.6,6,12.1,281
3.6,6,12,281
4.8,8,14.3,334
4.8,8,14.3,334
2,4,9.4,219
2,4,9.8,229
2.5,4,10.6,249
2.5,4,11,257
2.5,4,9.9,230
2.5,4,10.7,249
2,4,10.6,248
3,6,12.3,287
3,6,12.2,285
3.6,6,12.3,287
3.6,6,12.3,286
3,6,9.8,229
3,6,10.1,235
3,6,10.1,235
3,6,10.4,242
2.9,6,10.1,235
2.9,6,10.1,235
2.9,6,10.7,249
4,8,11.2,261
4,8,11.2,261
4,8,11.9,279
3.6,6,11.9,280
3.6,6,17,283
5.7,8,14.8,346
5.7,8,13.6,319
3,6,10.4,278
3.6,6,12.6,294
3.6,6,18,300
5.7,8,16.3,382
5.7,8,14,328
3,6,10.8,289
2.4,4,9.9,232
6.6,12,17,397
6.6,12,17,397
6.6,12,17,397
6.7,12,16.6,387
6.7,12,16.6,387
6.6,12,16.6,388
2,4,8.6,200
2,4,9.8,229
2,4,10.2,239
2,4,8.1,188
2,4,9.4,220
2,4,9.5,223
2.5,4,8.4,196
2.5,4,9.7,228
2,4,7.5,174
2,4,8.9,208
2,4,7.5,176
2,4,9,211
2.5,4,8.3,193
3.6,6,10.3,241
2.5,4,8.5,198
3.6,6,10.5,247
2,4,11.2,256
2,4,10,235
2.5,4,12.5,291
2.5,4,12.8,296
4,6,13.2,308
4,6,13.2,308
2,4,8.7,204
2,4,9.9,232
3.5,6,9.7,226
2.5,4,6.9,164
2.5,4,7.3,172
2.5,4,7.4,173
3.5,6,9,210
3.5,6,9.2,215
2.5,4,4.9,113
2.5,4,5.1,121
2,4,8.2,189
1.8,4,7.5,174
1.8,4,7.5,178
1.8,4,7.6,178
1.8,4,6.9,163
1.8,4,7.2,168
1.8,4,7.5,176
1.8,4,7.9,185
3.5,6,10.3,243
3.5,6,10.6,251
3.5,6,10.6,247
3.5,6,10.4,242
3.5,6,8.3,193
1.8,4,4.5,105
1.5,4,5.1,120
1.8,4,5.8,135
2.5,4,9,210
2.5,4,9.5,222
2.5,4,9.7,226
2.5,4,7.3,171
5.7,8,16.4,384
3.5,6,10.9,256
3.5,6,11.7,274
2.7,4,11.2,263
3.5,6,11.4,268
2.7,4,11.7,274
3.5,6,12.1,283
3.5,6,12.7,299
3.5,6,12.9,300
5.7,8,15.9,371
4.6,8,14.9,354
5.7,8,16.3,383
1.5,4,6.6,155
1.5,4,6.8,164
1.5,4,7.4,173
1.5,4,7.2,168
2,4,10,233
3.6,6,12.1,282
2,4,8.2,191
2,4,8.2,191
2,4,8.1,189
2,4,8.1,189
1.8,4,8.5,199
1.8,4,8.2,192
2,4,8.6,200
2,4,8.5,199
2,4,9.4,220
2,4,9.8,227
1.8,4,9.4,220
1.8,4,9.6,225
1.8,4,8.5,199
1.8,4,8.2,192
1.8,4,9.6,224
1.8,4,9.3,218
2,4,8.1,188
3.6,6,10.6,246
2,4,9.8,229
2,4,10.2,237
2,4,9.7,226
2,4,9.4,221
2,4,10.3,241
2,4,9.4,220
2,4,8.8,206
2,4,9.3,216
2,4,9.7,226
2,4,9.4,221
2,4,10.3,241
2,4,9.4,220
2,4,9.3,216
2,4,9.2,214
2,4,9.6,224
2,4,9.8,228
2,4,10.2,240
2,4,9.7,227
2,4,10.3,240
2.4,4,8.6,199
3.5,6,10.8,252
3.5,6,11,258
3,6,9,210
3.5,6,11,261
2,4,9.9,232
2,4,10.3,242
3.5,6,8.4,196
2.4,4,8.7,205
2.4,4,8.9,209
3.5,6,9.8,228
3.5,6,10.3,240
1.8,4,8.4,197
1.8,4,8.4,197
2,4,8.7,205
2,4,9.2,217
2.9,6,11.9,280
2,4,9.3,218
2,4,9.6,226
2.9,6,12.4,292
4,8,11.5,271
5.2,12,13.3,312
5.2,12,13.8,324
6,12,14.1,332
6,12,14.7,346
4,8,11.2,264
2,4,8.1,188
2,4,9.6,225
2,4,9.5,221
2,4,7.8,182
2,4,8.7,204
2,4,9.5,221
2,4,8.7,204
2,4,8.7,204
2,4,8.7,204
3,6,9.6,224
3,6,9.6,224
3,6,10.8,252
2,4,10.6,248
2,4,9.9,230
2,4,11,258
3,6,11.1,260
3,6,12.5,294
2.5,5,10.6,247
2.9,6,11.3,262
2.9,6,11.5,268
2,4,9.5,222
3,6,9.8,230
3,6,9.8,230
3,6,9.9,234
3,6,9.8,230
3,6,11.5,270
2,4,9.2,213
2,4,9.2,213
2.5,5,10.3,241
2,4,9.4,220
4,8,13.6,315
6.8,8,20,465
2,4,8.8,207
2,4,8.6,202
2,4,8.3,194
2,4,8.8,207
2,4,8.8,207
2,4,9.1,213
2,4,8.8,207
2,4,8.8,207
3,6,9.4,227
3,6,11,256
3,6,10,235
3,6,9.7,228
3,6,11,256
3,6,9.7,228
2,4,8.8,207
3,6,9.8,231
3,6,10.5,248
3,6,10.3,241
4.4,8,12,282
4.4,8,11.5,269
4.4,8,12,282
4.4,8,12,282
4.4,8,12,282
3,6,12.6,294
3,6,11.7,273
3,6,9.7,227
3,6,11,256
3,6,9.7,227
3,6,11,256
3,6,9.7,227
3,6,11,256
3,6,9.8,229
3,6,9.8,229
3,6,9.8,229
3,6,12.7,299
3,6,11.9,280
3,6,12.7,299
3,6,11.9,280
3,6,12.6,294
3,6,11.7,273
3,6,12.6,294
3,6,11.7,273
3,6,12.6,294
4.4,8,13.9,324
4.4,8,13.9,324
4.4,8,11.5,269
4.4,8,14.7,344
6.6,12,15.1,355
4.4,8,11.6,270
4.4,8,11.5,269
2,4,9.3,217
2,4,9.5,222
2,4,9.6,223
3,6,10.4,245
2,4,9.6,223
3,6,10.4,245
3,6,10.5,245
4.4,8,13.4,314
3,6,11.6,272
4.4,8,12.6,294
4.4,8,14.6,341
3,6,10.8,254
4.4,8,12.6,294
8,16,22.2,522
3.6,6,11.2,263
3.6,6,11.9,278
1.4,4,8.7,204
1.4,4,8.3,194
1.4,4,9.1,214
1.4,4,8.8,205
2,4,10.7,249
2.5,4,10,234
3.6,6,9.9,233
2.5,4,8.2,192
3.6,6,10.1,238
2,4,9.1,214
2,4,9.6,227
3.6,6,10.7,251
3,6,11.3,267
3.6,6,11.1,261
4.2,8,13.8,324
2,4,9.5,222
3.6,6,10.5,246
2,4,9.9,232
3.6,6,11.5,269
3.6,6,12.7,298
6.2,8,14.3,337
6.2,8,14,328
2,4,8.9,209
2,4,9.7,227
3.6,6,10.6,250
3.6,6,11.2,263
3.6,6,11,259
3.6,6,11.6,272
3.6,6,12.8,302
2.5,4,9.9,232
3.6,6,10.6,250
3.6,6,11.3,265
2,4,9.4,220
2,4,10.1,235
3.6,6,10.4,246
3.6,6,11.8,277
6.2,8,12,279
6.2,8,12.6,297
6.2,8,15.1,355
6.2,8,14.9,349
2.5,4,10.8,253
2.5,4,10.7,251
2.8,4,10.1,270
3.6,6,11.7,274
2.5,4,11.4,267
2.8,4,10.5,283
3.6,6,12.2,286
2.8,4,12.1,326
3.6,6,14.1,331
6.2,8,12.7,299
6.2,8,12.2,286
6.2,8,14,331
6.2,8,13.5,318
6.2,8,16.1,381
6.2,8,15.6,368
1.4,4,7.3,172
1.4,4,7.3,172
1.6,4,6.4,172
1.4,4,7.3,172
1.4,4,7.5,175
1.6,4,6.6,178
1.5,4,8.3,196
1.6,4,7.4,199
1.5,4,8.6,207
1.6,4,7.4,199
2,4,9.7,228
2.5,4,9.6,225
3.6,6,10.8,254
3.6,6,14.6,245
1.5,4,7.5,174
2,4,9.1,214
1.8,4,5.1,121
2.7,4,11.1,261
4.3,6,13.5,316
5.3,8,13.9,326
5.3,8,14,329
5.3,8,18.4,306
5.3,8,12.4,290
2.7,4,11.7,275
4.3,6,14,329
4.3,6,14.8,347
5.3,8,14,329
5.3,8,14.4,339
5.3,8,19.3,322
5.3,8,14.9,350
5.3,8,13.1,306
5.3,8,13.7,320
6.2,8,13.7,321
5.3,8,13.5,317
5.3,8,13.8,325
1.4,4,7.1,167
1.4,4,7.2,170
5.3,8,13.4,314
5.3,8,13.4,314
5.3,8,17.9,298
5.3,8,14.3,336
5.3,8,14.3,336
5.3,8,19,317
6.2,8,14.5,340
5.3,8,13.4,314
5.3,8,13.4,314
5.3,8,17.9,298
5.3,8,13.7,321
5.3,8,13.7,321
5.3,8,18.4,305
6.2,8,13.8,325
3.6,6,11.1,261
3.6,6,11.8,277
1.4,4,8.4,196
1.4,4,8.3,194
1.4,4,9.1,214
3.6,6,10.3,242
3.6,6,10.3,242
3.6,6,14.2,234
5.7,8,12.3,289
3.6,6,11,258
3.6,6,11,258
3.6,6,15,248
3.6,6,10.9,259
3.6,6,10.6,249
3.6,6,10.3,242
5.7,8,13.1,307
6.4,8,13.9,325
5.7,8,12.3,289
6.4,8,13,304
3.6,6,11,258
6.2,8,14.5,339
6.2,8,15.1,352
6.2,8,14.5,339
3.6,6,11.6,271
3.6,6,11.6,271
3.6,6,16.1,268
3.6,6,10.3,242
3.6,6,10.3,242
3.6,6,14.2,234
5.7,8,12.9,302
5.7,8,12.3,289
6.4,8,13,304
3.6,6,11,258
3.6,6,11,258
3.6,6,15,248
5.7,8,13.3,312
6.2,8,14.5,339
3.6,6,11.3,265
5.7,8,14.1,331
6.4,8,15.6,363
3.6,6,11.8,276
3.6,6,16.7,274
2.4,4,11.1,261
3.6,6,12.1,284
3.6,6,16.4,274
3.6,6,12.4,292
1.4,4,8,187
1.4,4,7.9,185
1.4,4,8.7,203
1.4,4,7.9,186
1.4,4,9.4,221
1.3,4,9.1,213
1,3,8.4,196
2,4,9.3,218
2,4,9.6,224
2,4,10,233
2.7,6,11,259
1.5,4,9.1,214
2.5,4,9.6,226
2.5,4,13.1,218
1.5,4,9.9,232
2,4,10.2,239
3.5,6,12.5,293
3.5,6,13.1,307
2.3,4,11.4,267
3.5,6,13.2,311
3.5,6,12.7,299
3.5,6,17.3,288
2.7,6,10.6,249
2.7,6,11.1,260
2.7,6,11.1,260
3,6,9.5,256
3,6,9.7,260
3.3,6,10.9,256
3.3,6,14.9,247
3.3,6,11.2,263
3.3,6,14.9,247
3.5,6,12,281
3.5,6,12.4,291
3.5,6,12.7,298
5,8,12.2,287
5,8,17.4,290
5,8,13.1,308
5,8,17.5,290
5,8,13.9,326
5,8,17.5,291
2.7,6,11.4,268
2.7,6,11.8,277
2.7,6,11.8,277
3,6,10.7,287
3,6,10.7,287
3,6,9.9,266
3.3,6,11.6,273
3.3,6,15.8,263
3.3,6,12.4,291
3.3,6,15.8,263
3.5,6,12.5,295
3.5,6,12.9,303
3.5,6,13.1,308
3.5,6,12.6,296
5,8,13.3,312
5,8,18,300
5,8,13.9,326
5,8,18,300
5,8,14.8,347
5,8,19.5,323
3.5,6,14.3,336
3.5,6,12.7,298
3.5,6,12.9,303
3.5,6,13.7,322
1.6,4,7.6,178
1.6,4,7.9,184
1.6,4,8.4,196
1.5,4,8.7,204
2,4,5.6,131
3.5,6,17.1,402
2.3,4,9.4,221
2.3,4,10.3,242
2.3,4,9.7,227
2.3,4,10.4,244
5,8,12.3,289
5,8,13.3,311
5,8,13.3,311
2.3,4,10.4,243
2.3,4,10.3,241
5,8,12.9,302
2.3,4,10.9,256
5.2,8,14.6,341
3.5,6,14.7,346
3.7,6,15.2,355
3.5,6,11.5,270
3.5,6,15.2,254
3.5,6,12.5,294
3.5,6,12.4,291
3.5,6,16,267
2,4,9.3,219
2,4,9.3,219
2,4,12.6,209
2.5,4,10.6,247
2,4,9.2,214
2,4,9.2,214
2,4,12.5,208
2.5,4,10.7,251
2,4,10.9,255
2,4,10.3,241
3.3,6,11.6,274
3.3,6,11.9,282
3.8,6,11.7,276
5,8,13.2,312
3.3,6,11.9,279
5,8,13,306
2.5,4,10.2,237
3.6,6,11.4,268
2.5,4,10.5,248
3.6,6,11.7,275
2.5,4,10.8,253
2.5,4,10.7,251
2.8,4,10.1,270
3.6,6,11.7,274
2.5,4,11.4,267
2.8,4,10.5,283
3.6,6,12.2,286
2.7,4,11.1,261
4.3,6,13.5,317
5.3,8,13.9,326
5.3,8,14,329
5.3,8,18.4,306
5.3,8,12.5,294
2.7,4,11.8,277
4.3,6,14,329
5.3,8,14,330
5.3,8,14.4,339
5.3,8,19.4,323
5.3,8,13.5,316
5.3,8,13.7,320
6.2,8,13.9,326
6.2,8,14.2,332
5.3,8,13.5,317
5.3,8,13.8,325
1.5,4,8.6,201
1.6,4,7.4,199
1.5,4,9,210
1.6,4,7.4,199
2,4,10.2,239
5.3,8,13.4,314
5.3,8,13.4,314
5.3,8,17.9,298
5.3,8,13.7,321
5.3,8,13.7,321
5.3,8,18.4,305
6.2,8,13.8,325
5.3,8,13.4,314
5.3,8,13.4,314
5.3,8,17.9,298
5.3,8,14.3,336
5.3,8,14.3,336
5.3,8,19,317
6.2,8,14.5,340
1.5,4,7.2,168
1.5,4,7.6,177
1.5,4,7.9,185
2,4,9.2,214
2,4,9.1,211
2,4,5,117
1.5,4,7.2,167
2,4,7.1,164
2,4,7.5,176
2,4,8.1,189
1.5,4,7.4,173
1.5,4,6.9,162
1.5,4,7.3,170
1.5,4,7.2,167
1.5,4,7.3,170
1.5,4,7.2,167
1.5,4,7.1,165
2,4,7.1,167
2,4,8,186
1.5,4,7.4,173
2,4,9.6,224
1.5,4,7.8,181
1.5,4,8,188
1.5,4,6.5,151
1.5,4,7,166
1.5,4,7.4,174
1.8,4,7.8,181
1.8,4,8.2,193
1.8,4,8.5,199
1.5,4,4.9,114
1.5,4,4.9,114
3.5,6,10.7,252
3.5,6,10.6,247
3.5,6,11.3,265
3.5,6,10.7,250
3.5,6,11.3,266
3.5,6,11,257
3.5,6,11.3,263
1.6,4,7.3,172
1.6,4,7.3,173
1.6,4,8.1,189
1.6,4,9.4,221
2,4,7.4,174
2,4,8,188
1.6,4,8.6,205
1.6,4,9.2,218
2,4,8.4,200
2,4,8.7,207
1.6,4,4.3,104
1.6,4,4.1,96
2,4,7.9,186
1.6,4,8.6,201
2,4,8.6,202
2.4,4,9.6,225
2,4,11.2,262
2.4,4,10.1,237
3.3,6,11.5,268
3.3,6,11.7,276
3.3,6,12.6,297
2,4,9.1,212
2.4,4,8.3,198
2.4,4,8.1,190
2,4,5.7,135
2,4,5.6,132
2,4,9.1,216
2,4,10.1,239
2.4,4,10.1,240
2,4,8.2,193
2,4,8.4,198
2,4,9.5,226
1.6,4,7.8,184
1.6,4,8.3,197
2,4,9.7,229
3,6,10.8,253
3,6,11.1,261
2,4,10,233
3,6,10.7,251
3,6,11,259
3.7,6,11.7,275
5.6,8,12.8,301
2,4,9,211
3.5,6,10.9,257
5.6,8,15.1,354
2,4,9.8,231
2,4,8.1,218
2,4,9.9,227
3,6,11.8,277
2,4,9.2,215
3,6,10.4,242
3,6,12.6,296
3,6,10.8,253
3,6,12.9,302
3,6,11.3,265
2,4,9.2,215
3,6,10.4,242
3,6,12.6,296
3,6,10.8,253
3,6,12.9,302
3,6,11.3,265
5,8,13.3,311
5,8,13.3,311
2,4,6.9,186
2,4,8.5,200
3,6,10.2,238
2,4,6.9,186
2,4,8.8,207
3,6,10.4,243
3,6,11.8,276
3,6,11.9,280
5,8,13.3,313
2,4,9.1,214
2.4,4,9.3,219
3.2,6,10.2,240
2,4,9.8,229
2.4,4,9.8,230
3.2,6,10.6,249
2,4,10.2,240
3.2,6,11.1,259
2,4,10.6,249
3.2,6,11.6,269
2.4,4,9.3,218
2.4,4,9,211
2.4,4,9.5,222
2.4,4,9.4,221
3.6,6,11.3,265
5.7,8,14.1,331
3,6,10,268
6.4,8,15.7,368
6.2,8,17.7,413
1.3,4,8.7,204
2.4,4,9.5,222
1.3,4,9.2,216
2.4,4,9.8,230
1.3,4,9.9,230
2,4,10,233
3.6,6,11.8,274
3.6,6,11.8,277
2,4,10.5,245
3.6,6,11.7,275
3.6,6,12.2,285
3.3,6,10.2,238
2,4,6.9,164
2,4,7.6,180
1.6,4,4.8,114
1.6,4,4.7,110
1.6,4,5.4,129
2,4,9.7,230
2.4,4,8.4,199
2,4,5.7,133
1.6,4,7.5,177
1.6,4,7.5,175
3.3,6,11.5,272
2.4,4,9.6,225
2.4,4,10.2,242
3.3,6,11.2,265
1.6,4,8.5,199
1.6,4,8.4,198
2,4,8.7,206
2.4,4,9.2,218
2,4,11.1,263
2.4,4,10.5,247
2,4,9.7,229
3.3,6,11.8,279
6.5,12,21.5,487
6.5,12,21.7,493
5.2,10,15.9,366
5.2,10,15.7,370
5.2,10,15.9,366
5.2,10,15.7,370
5.2,10,15.7,370
5.2,10,15.7,370
4,8,16.9,384
3,6,13.3,311
3,6,10.4,279
2,4,10.5,246
3,6,12.4,291
3,6,9.6,256
5,8,13,305
5,8,15.5,365
3,6,12.4,291
3,6,9.6,256
5,8,12.6,294
2,4,9.6,225
2,4,9.8,231
2,4,8.5,229
2,4,10.6,248
3,6,11.6,273
2.5,4,5.3,124
3.5,6,9.1,211
3.5,6,9.4,219
3.5,6,10.9,254
5,8,12.5,293
4.6,8,14.6,341
2,4,9.5,220
3.5,6,10.9,254
3.5,6,10.9,254
5,8,12.6,294
3.5,6,8.1,189
3.4,6,11.1,261
3.5,6,9.1,214
5.7,8,15.8,371
2,4,9.7,226
2,4,9.9,232
2.5,4,7.5,176
3.5,6,11.2,262
3.5,6,11.2,262
5,8,12.6,289
3.5,6,10.8,252
3.5,6,11.1,268
3.5,6,7.9,185
3.5,6,8.1,190
2,4,7.2,168
2,4,5.6,130
2,4,6,140
2.7,6,12,281
3,6,12.3,289
3.7,6,12.2,287
2,4,11,257
2,4,10.9,256
2.3,4,11.5,270
3.5,6,13.7,322
3.7,6,12.7,297
2,4,10.4,245
3,6,11.8,278
2,4,5.9,139
2,4,10.7,250
2.7,6,11,259
3.5,6,13.4,314
3,6,12.2,286
3,6,12.6,295
3,6,12.6,295
4.7,8,15,354
3,6,13.7,324
3,6,14,330
3.8,8,15.3,360
3.8,8,15.3,360
3,6,12.8,299
3,6,12.8,301
3.8,8,13.7,321
2,4,7.7,179
2,4,8,186
2,4,8.1,189
2,4,8.8,206
2.5,4,8.8,206
2.5,4,8.5,201
2.5,4,9.3,217
2.5,4,9,208
2.5,4,9.8,230
2.2,4,8.4,227
2.5,4,9.6,225
2.5,4,10.5,244
2,4,7.6,178
2,4,7.7,180
2.5,4,7.7,181
2.5,4,7.8,183
2.5,4,8.2,192
2,4,7.7,181
2,4,7.8,181
2.5,4,8,187
2.5,4,8.1,189
2.5,4,8.7,204
2.5,4,8,187
2.5,4,8.9,208
2,4,7.9,186
2,4,8.1,189
2,4,8.4,195
2,4,8.5,199
2,4,8.3,192
2,4,8.6,201
3,6,10.7,253
3,6,11.2,263
3,6,11.1,255
3,6,10.8,255
4,8,11.2,263
4,8,11.2,263
4,8,12,282
4,8,11.8,277
2,4,9.2,217
3,6,10.7,235
3,6,9.9,232
3,6,10.9,245
3,6,10.6,237
3,6,10.2,239
4,8,13.5,318
4,8,12.7,299
4,8,17,396
2,4,9.6,225
3,6,11.2,262
3,6,11.3,265
4,8,13.2,309
4,8,13.2,309
3,6,12.4,292
3,6,12.6,297
4.7,8,15.8,370
4.7,8,15.2,357
4.7,8,15.7,370
3,6,11.2,264
4,8,13.7,323
4,8,13.7,324
4,8,13.5,315
4,8,13.5,315
4,8,14,327
4,8,11.8,275
4,8,13.1,306
4,8,11.6,271
6,12,15.1,356
6,12,14.3,337
6,12,14.6,343
5.5,8,13,303
3,6,10.2,238
2,4,8.4,196
2,4,9.1,215
2,4,9.4,219
2,4,9.9,231
2,4,9.5,221
2,4,9.5,221
2,4,8.2,193
2,4,8.7,204
3,6,9.8,213
2,4,9.7,228
3,6,10.3,244
3,6,11.6,271
3,6,11,257
3,6,10.8,254
4,8,16.3,378
2,4,9,209
2,4,10,234
2,4,10,234
3,6,12.1,282
3,6,13.2,312
4.7,8,15.1,355
4,8,12.2,286
6,12,15.1,355
2,4,10.7,251
2,4,10.5,248
2,4,11.4,268
3,6,10.8,253
4,8,11.7,275
4,8,11.3,265
4,8,11.3,265
3,6,10.3,241
4.7,8,11.6,270
2,4,8.8,205
1.5,3,7.9,184
1.5,3,7.5,175
1.5,3,7.9,184
1.5,3,7.5,175
1.5,3,9,212
1.5,3,9.1,214
1.5,3,7.9,184
1.5,3,7.5,175
1.5,3,9.2,215
1.5,3,9.1,214
2,4,8.4,197
2,4,9,210
2,4,8.4,197
2,4,9,210
2,4,9.2,214
2,4,9.7,227
2,4,8.4,197
2,4,9,210
2,4,9.2,215
2,4,9.7,228
2,4,8.4,197
2,4,9,210
2,4,9.2,214
2,4,9.7,227
2,4,8.4,197
2,4,9.4,220
2,4,9.3,220
2,4,9.7,228
1.5,4,9.3,216
1.2,3,6.2,143
1.2,3,6.5,151
1.2,3,6.4,148
1.2,3,6.6,153
2.4,4,9.1,212
3,6,10.6,246
2,4,8.8,206
2,4,9.2,213
2.4,4,9.4,218
3.7,6,11.1,261
3.7,6,11.5,270
3.7,6,11.5,271
3.7,6,11.8,279
2.5,4,7.4,174
2,4,8.1,190
2.5,4,7.5,177
2.5,4,7.9,186
2.5,4,8.1,190
5.6,8,15.5,364
2.5,4,12.3,290
4,6,12.7,299
4,6,13.9,326
4,6,13.5,317
3.8,6,12.6,295
1.6,4,7.2,169
3.5,6,9.9,233
1.6,4,8,188
1.6,4,7.9,186
3.5,6,10.2,240
3.5,6,10.3,242
2,4,9.3,218
3.5,6,10.2,240
3.5,6,10.7,250
3.5,6,11,259
2,4,8,188
2,4,9.2,217
2,4,8.4,198
2.5,4,8.2,192
2.5,4,8.7,204
1.8,4,7.3,172
1.8,4,7.8,183
1.6,4,8.2,193
1.6,4,8.3,195
1.6,4,8.7,205
